Latitude,Longitude,Solar_farm_present,land_cover,slope,elevation,feature_violated,solrad_annual,ac_monthly,poa_monthly,solrad_monthly,dc_monthly,ac_annual,min_distance
34.66559982,-118.288002,1,1.0,3.0,779.0,,6.570216768848677,"[139819.3361119452, 134171.5370309996, 166563.0409257687, 160491.2694242058, 164608.2930319699, 153509.2771379536, 155304.9510298512, 162447.8808651736, 158543.0610517244, 169465.3991801698, 134920.2641162917, 131043.9153852757]","[172.2953789209358, 167.9978760391796, 214.9181124486892, 209.4774066681299, 217.7779435544492, 209.3499721003475, 214.8107166223022, 224.123464919622, 215.6331894719217, 221.5931828014754, 170.7251374321021, 160.5789610773675]","[5.557915449062445, 5.999924144256414, 6.93284233705449, 6.982580222270998, 7.025094953369329, 6.978332403344916, 6.929377955558135, 7.229789190955549, 7.18777298239739, 7.148167187144367, 5.690837914403402, 5.179966486366694]","[146467.5730628561, 140691.0094010575, 174380.7167230407, 168070.8790870932, 172427.809948313, 160874.3927731345, 162793.5602759004, 170107.5265497318, 165842.4369281667, 177129.0336353086, 141228.5101868939, 137198.5071487822]",1830888.225291328,13.9941
35.99089813,-120.1070023,1,1.0,2.0,235.0,,6.16468336952136,"[112816.3331717385, 117334.4256668511, 151016.9270012565, 151951.4604466827, 159704.2783774461, 152824.2814436095, 155400.0210150079, 160731.6774736223, 157247.4295822516, 155468.5908695245, 126243.941758136, 100304.0112909443]","[139.48815429219, 147.338903269017, 193.2631938269748, 199.8695669894322, 211.7310588234131, 211.5763169380396, 217.4989312222779, 225.4462414670171, 215.9227386483923, 205.2231657851827, 159.3147592732047, 124.5800924672986]","[4.499617880393227, 5.262103688179179, 6.234296575063703, 6.66231889964774, 6.830034155593971, 7.052543897934653, 7.016094555557353, 7.272459402161843, 7.197424621613076, 6.620102122102669, 5.310491975773489, 4.018712660235439]","[118227.6976500721, 122877.9844135283, 158256.9432365133, 159093.4725078396, 167353.5367340938, 160164.2333052947, 162892.1227203417, 168319.4111152714, 164501.6026393004, 162580.3624586612, 132114.3124121699, 105240.9353975845]",1701043.378097073,61.272400000000005
34.5522995,-117.4570007,1,1.0,1.0,907.0,,6.695736483530918,"[148179.4622645495, 137191.1070421329, 167675.261398913, 163504.5474586101, 163070.103881751, 152182.3991247156, 151985.2109066546, 159075.1216402896, 163070.9606567724, 168324.6079266348, 144434.7602464322, 140445.827467901]","[183.1890948610207, 172.0535823324176, 216.137790583537, 214.680488411547, 218.7488827291465, 209.5311501000872, 210.936644679996, 221.8685924322572, 220.4229164492159, 221.7824020788846, 184.1667412969603, 171.2346636504116]","[5.909325640678088, 6.144770797586345, 6.972186793017323, 7.1560162803849, 7.056415571907951, 6.984371670002906, 6.804407892903098, 7.157051368782491, 7.347430548307197, 7.154271034802728, 6.138891376565344, 5.523698827432632]","[155507.5030658585, 144210.281613888, 175937.2870770408, 171063.7847153554, 170819.092042715, 159498.7710114949, 159344.6192625652, 166618.4557049379, 170544.1067294937, 175972.0502961592, 151085.8958525923, 146903.5870447473]",1859139.370015358,13.4935
38.25310135,-121.2789993,1,1.0,0.0,15.0,,5.827911121909167,"[86174.64107674903, 92029.79524193359, 145545.8132138652, 146695.8055145929, 164113.0714722836, 158689.2558094921, 166611.1048954522, 167057.1859308499, 157160.0357809549, 148806.6612681894, 101306.7245335318, 94378.84353637829]","[105.6004156775327, 114.875072557235, 185.6708478840707, 188.9398841878757, 217.2318659103275, 213.4389641149544, 226.9307962738417, 227.894985556148, 210.8959813069302, 193.9236730847153, 128.9336175906228, 116.5985081443347]","[3.406465021855895, 4.102681162758391, 5.989382189808731, 6.297996139595858, 7.007479545494435, 7.114632137165145, 7.32034826689812, 7.351451146972518, 7.029866043564341, 6.255602357571461, 4.297787253020761, 3.761242198204344]","[90509.190539633, 96598.31617127654, 152587.4707874026, 153657.12925448, 171924.5681242475, 166244.6614144908, 174515.0532411899, 174901.3191939297, 164420.4735940405, 155714.5283979281, 106243.5265836203, 99097.69405469064]",1628568.938274272,21.6801
35.01800156,-118.1719971,1,1.0,1.0,825.0,,6.719529407470362,"[138618.73496977, 137401.6997796456, 175594.8727518275, 168015.1205513732, 167492.8189833202, 157139.4628029302, 157001.3031399865, 163084.6846878173, 168792.5687405555, 170602.0033009795, 150774.2580425727, 134085.4135788262]","[170.0264741348931, 171.457127552797, 224.6819817246295, 217.6886763018696, 220.4528973560783, 212.2908240653403, 217.5388090768383, 223.8883580602451, 225.0455315156194, 219.22805856866, 187.8038443621849, 163.0976544614718]","[5.484724972093325, 6.123468841171321, 7.247805862084822, 7.256289210062319, 7.111383785679944, 7.07636080217801, 7.017380937962526, 7.222205098717583, 7.501517717187312, 7.071872857053547, 6.260128145406165, 5.261214660047476]","[145460.6868371416, 144822.4698695544, 184218.8072964932, 175815.0608227324, 175420.2484322158, 164632.486978581, 164549.1298404263, 170764.044101821, 176622.2947685914, 178585.0334527085, 157844.4649419384, 140384.1568744605]",1888602.941329606,42.4048
34.50920105,-117.1539993,1,1.0,0.0,891.0,,6.706071556946312,"[131666.0731236663, 146622.8518842391, 174302.8850057655, 166379.679208805, 168412.3916455073, 153842.0020490128, 148977.5856721248, 156737.0803454235, 161584.9533738967, 169573.1161506619, 149919.4432955826, 138409.1004708497]","[162.916140867593, 182.1715043791013, 223.8788242433281, 217.24563866431, 220.7401413377043, 211.5938300758515, 210.4705801694595, 218.824487363829, 221.1767881602955, 222.3262029711364, 187.6437637754723, 168.2303410175602]","[5.25535938282558, 6.506125156396477, 7.22189755623639, 7.241521288810333, 7.120649720571105, 7.053127669195049, 6.789373553853531, 7.058854431091259, 7.372559605343183, 7.171812999068915, 6.254792125849076, 5.426785194114846]","[137969.7204807099, 153900.1203090464, 182884.9437403794, 174055.9403695219, 176342.3116252123, 161219.3405556179, 156227.5652478565, 164198.3345361372, 168983.7476927222, 177310.0725349185, 156772.7806516463, 144955.9688291833]",1866427.162225532,23.1686
33.9233017,-116.5950012,1,1.0,3.0,320.0,,6.66236433579592,"[148842.9619425432, 140878.5845662671, 165222.508839188, 164008.679210563, 161742.1939171224, 148465.0851525367, 143268.4794100538, 152200.090567455, 154508.473494964, 162334.9904452068, 140325.205636998, 141616.9965868588]","[188.040262583876, 180.6243540994504, 217.4966510216137, 216.2673650901921, 217.475729200741, 206.590309783429, 201.0503510170528, 214.3357935427591, 213.4240887233657, 218.3773638201434, 182.2476489312288, 175.8326919834907]","[6.065814922060516, 6.450869789266087, 7.016021000697216, 7.208912169673069, 7.015346103249709, 6.886343659447633, 6.485495194098479, 6.914057856218035, 7.114136290778857, 7.044431090972369, 6.07492163104096, 5.672022322048087]","[155627.7745955414, 147484.3011920396, 172864.952743024, 171603.8707927461, 169414.1275694435, 155644.8990323384, 150314.9208468352, 159474.2363814555, 161651.1789450084, 169699.7003758718, 146741.4592764989, 148029.4137902573]",1823414.249769757,43.466800000000006
34.61859894,-117.9400024,1,1.0,0.0,792.0,,6.655545115614706,"[136529.5655802202, 137901.497646928, 168472.8511220813, 165480.4642888564, 164020.2487065984, 154351.0387407202, 154326.8459746627, 160425.3442174426, 163175.2166956375, 168558.8576965805, 148294.6059433687, 127923.6591520627]","[166.4404173319811, 173.1922371835931, 218.3960533964607, 217.6977255935258, 219.8890531449086, 211.9309606583943, 214.8373743621908, 222.4222509904471, 220.2244602349173, 218.3847252872664, 188.9729797003745, 156.9573631248905]","[5.369045720386487, 6.185437042271181, 7.04503398053099, 7.256590853117528, 7.093195262738988, 7.06436535527981, 6.930237882651316, 7.174911322272487, 7.340815341163911, 7.044668557653754, 6.299099323345818, 5.06314074596421]","[143025.9573384444, 144411.277462372, 176465.5263645486, 173251.6807859523, 171811.9311832277, 161747.077049553, 161777.6092456977, 168012.3370462214, 170658.7212001346, 176254.5186699326, 155080.3864644989, 134020.1860579075]",1849460.195765153,23.2053
34.65510178,-118.0510025,1,1.0,0.0,750.0,,6.698099505830925,"[142914.5882101961, 143080.681792533, 171966.0860778306, 160471.1656790636, 164249.3949605057, 152635.9218769256, 153907.5265828266, 160671.4437403475, 160841.1898084704, 165016.1591703089, 150993.0670669578, 135459.9429936742]","[176.8055426360266, 180.4949027720222, 221.6295528268512, 211.4410092269917, 218.3338198383684, 208.774438605427, 214.3625016778877, 223.0044671864684, 219.7915957536092, 214.2549529712686, 190.0465653402365, 165.7464741203545]","[5.703404601162148, 6.44624652757222, 7.149340413769395, 7.048033640899724, 7.043026446398981, 6.959147953514234, 6.914919408964119, 7.193692489886077, 7.326386525120305, 6.911450095847374, 6.334885511341216, 5.346660455495305]","[149618.1444831951, 150231.031549814, 180231.9548715497, 168048.4261364001, 172051.6467842385, 159968.9542243558, 161338.7790043181, 168269.3359172614, 168224.9889768779, 172578.2596948447, 157832.9058554626, 141841.3494126387]",1862207.167959641,14.8643
34.16640091,-116.2360001,1,1.0,1.0,726.0,,6.726086873519009,"[152054.0591925419, 142303.6957363002, 172824.6190584992, 168501.6211389202, 164236.1383988189, 152089.31779566, 143838.7271178957, 152845.1237776652, 161524.6320318394, 166246.264137486, 146542.777719396, 141878.6909426477]","[189.1215814047943, 178.6682365375873, 222.3791134045156, 220.5653750379905, 221.2150451563631, 209.8420589636229, 200.927984045543, 212.6774465302101, 219.6005564142755, 220.1709232873907, 186.2263434565344, 173.6921495711833]","[6.100696174348202, 6.381008447770975, 7.173519787242439, 7.352179167933016, 7.135969198592358, 6.99473529878743, 6.481547872436869, 6.860562791297101, 7.320018547142516, 7.102287847980344, 6.207544781884479, 5.602972566812365]","[159083.1418334479, 149049.5360894953, 180993.3212061668, 176311.519200744, 171990.5861817461, 159402.2702777623, 150902.8752118383, 160144.7496297203, 168995.8055110049, 173810.3391190681, 153235.5755252618, 148476.3935351855]",1864885.667047668,96.2549
32.7140007,-115.5410004,1,1.0,0.0,-1.0,,6.61520019850516,"[139203.9575048002, 140968.4356290267, 166108.3091996827, 159004.9576980678, 156630.9379389664, 144391.7981207019, 138019.0590820387, 146284.0218552971, 155111.7234738627, 167082.7071246922, 144183.6173236239, 133452.2631227903]","[177.4380714848228, 179.8978128961538, 218.7896138688907, 213.1600685543072, 215.9231777329921, 204.1489741273871, 198.7285508145746, 209.2392037043633, 216.7031001428388, 224.7573230632518, 188.0791637822745, 167.3116044510576]","[5.723808757574927, 6.42492188914835, 7.057729479641635, 7.105335618476908, 6.965263797838455, 6.804965804246237, 6.410598413373373, 6.749651732398815, 7.223436671427959, 7.250236227846834, 6.269305459409151, 5.397148530679277]","[145606.7172917986, 147358.042906945, 173779.0342227768, 166413.4774442993, 164071.3373524809, 151421.8258462682, 144863.3219573036, 153315.8223188698, 162340.4017046273, 174621.8275927224, 150744.678566912, 139544.0128634061]",1790441.788073555,11.4431
36.38729858,-119.2549973,1,1.0,0.0,105.0,,5.863060871792796,"[84082.66665882501, 107016.4916522669, 144546.4551419285, 150745.2896571216, 154690.4600472944, 149951.3434188171, 154663.352991403, 160145.3444147397, 158055.4154491119, 147164.4282792307, 106586.4339121458, 92757.87021848856]","[105.7016966788657, 134.6477692947885, 188.6767055082238, 197.9302432429857, 207.178335785277, 207.8727620806906, 216.0755977045475, 221.7383872510515, 215.5041143535966, 194.5129091959961, 135.5712826017924, 115.9930138229797]","[3.409732150931151, 4.808848903385304, 6.086345338974962, 6.597674774766189, 6.683172122105709, 6.929092069356354, 6.970180571114436, 7.152851201646823, 7.183470478453221, 6.27460997406439, 4.519042753393079, 3.741710123321927]","[88419.76483446267, 112133.5160919469, 151357.0759677344, 157825.5704207831, 162156.4955574383, 157185.7559868699, 162125.2485104269, 167725.0476506545, 165340.0780132847, 153967.4448787374, 111729.9628220203, 97419.1981292604]",1610405.551841373,13.4306
34.65439987,-117.9710007,1,1.0,0.0,766.0,,6.725104926164033,"[142558.4234745363, 145228.9543533412, 169252.0903667309, 164912.0611749981, 163338.1208811479, 153265.1234882836, 155682.1012596102, 157353.5276573903, 163759.3206707099, 168900.7102011105, 149826.5267666669, 137349.3116585759]","[176.6894402924818, 181.2056920411251, 219.3374310346385, 217.0286142725301, 218.7812348399049, 209.6722826661398, 216.8277735267395, 217.1042665032659, 221.2095236644276, 218.9397023546202, 189.3455758066729, 168.2740667409803]","[5.699659364273606, 6.47163185861161, 7.075401001117372, 7.234287142417671, 7.057459188384029, 6.989076088871327, 6.994444307314178, 7.003363435589222, 7.373650788814255, 7.062571043697424, 6.311519193555764, 5.428195701321946]","[149425.5255812173, 152207.7490427667, 177258.5160661972, 172661.928904403, 171108.6574917088, 160621.2699763748, 163177.593283045, 164824.0497567461, 171264.1927699742, 176609.2263344186, 156750.04364731, 143832.2134187303]",1871426.271953105,20.2844
38.50109863,-121.6930008,1,1.0,0.0,10.0,,5.874567763308579,"[90495.18037693769, 111448.4178680703, 137039.9701073603, 143357.7775904507, 164588.046117096, 153217.6242989647, 163803.6937938967, 165016.0093989508, 158812.67036808, 149729.0869828625, 104227.1179841976, 94174.29783858923]","[109.8280754816018, 138.8165960867315, 175.0239272774286, 186.0703805003854, 220.208518942362, 208.6895001208586, 225.1016909516784, 226.1859686628121, 215.8831716344878, 194.4503195699501, 130.025366049687, 115.4935386723828]","[3.542841144567801, 4.957735574526124, 5.645933137981566, 6.202346016679513, 7.103500611043936, 6.956316670695288, 7.26134486940898, 7.296321569768131, 7.196105721149594, 6.272590953869358, 4.334178868322899, 3.725598021689769]","[94985.43878004479, 116810.1058541189, 143579.9258728675, 150210.2209742794, 172413.5668832383, 160572.0258726701, 171604.5100212116, 172777.481693927, 166126.0596891651, 156694.6293429457, 109280.5083711778, 98878.66725722737]",1635909.892725456,27.6214
34.65060043,-118.052002,1,1.0,0.0,752.0,,6.698099505830925,"[142914.5882101961, 143080.681792533, 171966.0860778306, 160471.1656790636, 164249.3949605057, 152635.9218769256, 153907.5265828266, 160671.4437403475, 160841.1898084704, 165016.1591703089, 150993.0670669578, 135459.9429936742]","[176.8055426360266, 180.4949027720222, 221.6295528268512, 211.4410092269917, 218.3338198383684, 208.774438605427, 214.3625016778877, 223.0044671864684, 219.7915957536092, 214.2549529712686, 190.0465653402365, 165.7464741203545]","[5.703404601162148, 6.44624652757222, 7.149340413769395, 7.048033640899724, 7.043026446398981, 6.959147953514234, 6.914919408964119, 7.193692489886077, 7.326386525120305, 6.911450095847374, 6.334885511341216, 5.346660455495305]","[149618.1444831951, 150231.031549814, 180231.9548715497, 168048.4261364001, 172051.6467842385, 159968.9542243558, 161338.7790043181, 168269.3359172614, 168224.9889768779, 172578.2596948447, 157832.9058554626, 141841.3494126387]",1862207.167959641,14.6732
38.23789978,-121.3379974,1,1.0,0.0,10.0,,5.869557880430854,"[89142.67080408306, 108961.234965688, 143576.9319104233, 147461.0960875552, 155334.8022656815, 157817.769438125, 165864.3157303385, 166147.7036160583, 159704.1453688449, 148412.361503272, 102596.7498592835, 92993.95127235717]","[109.0256447837483, 136.4130003024716, 183.1271292961774, 189.8573833963298, 207.2483506156234, 213.0664649148566, 226.5206806614461, 226.7357224911551, 214.0660422636248, 193.1856733316972, 129.9344870408424, 114.7817945646141]","[3.516956283346721, 4.871892867945414, 5.907326751489593, 6.328579446544327, 6.68543066502011, 7.102215497161887, 7.30711873101439, 7.314055564230809, 7.135534742120828, 6.231795913925716, 4.331149568028079, 3.70263853434239]","[93580.12221661107, 114205.0599593891, 150494.460436345, 154450.1541352816, 162814.0131115058, 165341.1604102809, 173740.8302782364, 173950.5465750728, 167049.4995521587, 155288.4393411161, 107584.9686065243, 97663.65911197741]",1638013.732821707,25.4679
34.64789963,-118.060997,1,1.0,0.0,754.0,,6.698099505830925,"[142914.5882101961, 143080.681792533, 171966.0860778306, 160471.1656790636, 164249.3949605057, 152635.9218769256, 153907.5265828266, 160671.4437403475, 160841.1898084704, 165016.1591703089, 150993.0670669578, 135459.9429936742]","[176.8055426360266, 180.4949027720222, 221.6295528268512, 211.4410092269917, 218.3338198383684, 208.774438605427, 214.3625016778877, 223.0044671864684, 219.7915957536092, 214.2549529712686, 190.0465653402365, 165.7464741203545]","[5.703404601162148, 6.44624652757222, 7.149340413769395, 7.048033640899724, 7.043026446398981, 6.959147953514234, 6.914919408964119, 7.193692489886077, 7.326386525120305, 6.911450095847374, 6.334885511341216, 5.346660455495305]","[149618.1444831951, 150231.031549814, 180231.9548715497, 168048.4261364001, 172051.6467842385, 159968.9542243558, 161338.7790043181, 168269.3359172614, 168224.9889768779, 172578.2596948447, 157832.9058554626, 141841.3494126387]",1862207.167959641,14.6628
36.2118988,-119.1340027,1,1.0,0.0,106.0,,5.806710606300744,"[84604.92244828999, 112220.7356309347, 140406.3901424838, 145297.1122566106, 150788.937132532, 152956.3587777957, 151735.0152953249, 160148.0016312704, 150804.2591945333, 141587.8004388113, 108078.9527521767, 94479.58500298578]","[106.1329631551374, 142.8103210576237, 180.9516889656319, 191.7359030203744, 202.6829703344373, 209.5278242337183, 211.9099225007353, 222.9084334207583, 206.8192132942149, 186.8658618380401, 139.1558792403541, 118.3862979956263]","[3.423643972746368, 5.100368609200847, 5.837151256955868, 6.391196767345813, 6.538160333368946, 6.984260807790609, 6.835803951636624, 7.190594626476075, 6.893973776473831, 6.027931027033553, 4.638529308011804, 3.818912838568589]","[88961.86472352526, 117533.712867763, 147119.6305846078, 152190.3288330663, 158108.9465929763, 160298.0871704904, 159092.4805722089, 167725.4473089032, 157823.4541922172, 148190.8726576836, 113266.3466931489, 99187.30600787487]",1593108.070703757,30.297400000000003
